Artists_Accession_Number,Art_Term
"4124","Photography"
"4125","Icons"
"4126","Sculpture"
"4127","Mixed Media"
"4127","Painting"
"4128","Painting"
"4130","Installation"
"4131","Painting"
"4131","Sculpture"
"4133","Painting"
"4133","Sculpture"
"4134","Painting"
"4135","Printmaking"
"4135","Sculpture"
"4136","Painting"
"4137","Photography"
"4138","Photography"
"4139","Painting"
"4139","Watercolor"
"4140","Jewelry"
"4143","Installation"
"4143","Sculpture"
"4145","Painting"
"4146","Drawing"
"4146","Mixed Media"
"4147","Bookbinding"
"4147","Painting"
"4148","Photography"
"4149","Photography"
"4150","Advertising Design"
"4150","Computer Art"
"4150","Drawing"
"4150","Painting"
"4151","Sculpture"
"4152","Sculpture"
"4153","Painting"
"4155","Painting"
"4155","Watercolor"
"4157","Drawing"
"4157","Mixed Media"
"4157","Performance Art"
"4158","Sculpture"
"4159","Photography"
"4161","Sculpture"
"4162","Painting"
"4163","Painting"
"4164","Painting"
"4165","Murals"
"4166","Murals"
"4166","Painting"
"4167","Painting"
"4168","Architecture"
"4168","Painting"
"4168","Photography"
"4169","Assemblage"
"4170","Painting"
"4171","Photography"
"4172","Sculpture"
"4173","Jewelry"
"4174","Filmmaker"
"4175","Sculpture"
"4176","Assemblage"
"4177","Painting"
"4178","Painting"
"4179","Painting"
"4180","Sculpture"
"4181","Printmaking"
"4182","Ceramics"
"4182","Collage"
"4182","Painting"
"4182","Photography"
"4182","Sculpture"
"4184","Jewelry"
"4185","Painting"
"4186","Mixed Media"
"4186","Sculpture"
"4187","Painting"
"4190","Jewelry"
"4191","Painting"
"4192","Sculpture"
"4193","Painting"
"4195","Painting"
"4196","Painting"
"4198","Painting"
"4199","Advertising Design"
"4200","Murals"
"4200","Painting"
"4201","Painting"
"4203","Mixed Media"
"4204","Painting"
"4205","Painting"
"4208","Sculpture"
"4209","Painting"
"4210","Painting"
"4211","Murals"
"4211","Painting"
"4212","Painting"
"4213","Painting"
"4214","Painting"
"4215","Architecture"
"4216","Fashion Design"
"4217","Painting"
"4218","Painting"
"4220","Photography"
"4221","Watercolor"
"4223","Painting"
"4225","Painting"
"4226","Painting"
"4226","Sculpture"
"4227","Painting"
"4234","Design"
"4235","Painting"
"4238","Illustration"
"4238","Painting"
"4238","Printmaking"
"4239","Painting"
"4240","Painting"
"4241","Painting"
"4242","Photography"
"4243","Photography"
"4244","Mixed Media"
"4245","Painting"
"4247","Fiber Art"
"4247","Textiles"
"4248","Photography"
"4248","Tapestry"
"4248","Textiles"
"4249","Needlework"
"4250","Needlework"
"4252","Sculpture"
"4253","Photography"
"4254","Sculpture"
"4255","Art Critic"
"4255","Curator"
"4256","Painting"
"4257","Painting"
"4258","Design"
"4258","Illustration"
"4258","Photography"
"4260","Sculpture"
"4261","Egg Tempera"
"4261","Painting"
"4262","Photography"
"4263","Painting"
"4264","Conceptual Art"
"4265","Painting"
"4267","Photography"
"4268","Drawing"
"4268","Painting"
"4269","Photography"
"4269","Sculpture"
"4271","Miniatures"
"4272","Drawing"
"4272","Glass"
"4272","Toy Making"
"4272","Watercolor"
"4273","Bookplates"
"4273","Printmaking"
"4274","Painting"
"4276","Watercolor"
"4277","Painting"
"4278","Design"
"4279","Photography"
"4280","Painting"
"4280","Sculpture"
"4281","Photography"
"4282","Engraving"
"4282","Lithography"
"4282","Murals"
"4282","Printmaking"
"4283","Miniatures"
"4284","Ceramics"
"4284","Jewelry"
"4285","Painting"
"4286","Painting"
"4286","Pastels"
"4287","Jewelry"
"4288","Filmmaker"
"4288","Installation"
"4289","Painting"
"4289","Printmaking"
"4290","Comics"
"4291","Painting"
"4293","Painting"
"4294","Pastels"
"4295","Painting"
"4297","Painting"
"4299","Painting"
"4300","Installation"
"4300","Painting"
"4301","Mixed Media"
"4301","Painting"
"4303","Medical Illustration"
"4304","Drawing"
"4304","Photography"
"4304","Printmaking"
"4305","Painting"
"4306","Painting"
"4307","Needlework"
"4308","Performance Art"
"4309","Drawing"
"4309","Painting"
"4310","Interior Design"
"4311","Painting"
"4311","Printmaking"
"4312","Jewelry"
"4313","Advertising Design"
"4313","Calligraphy"
"4313","Watercolor"
"4314","Conservation"
"4316","Painting"
"4317","Drawing"
"4317","Painting"
"4318","Sculpture"
"4319","Painting"
"4321","Ceramics"
"4321","Jewelry"
"4321","Painting"
"4321","Textiles"
"4322","Fashion Design"
"4323","Assemblage"
"4324","Painting"
"4325","Photography"
"4326","Sculpture"
"4327","Painting"
"4328","Sculpture"
"4329","Photography"
"4330","Advertising Design"
"4330","Ceramics"
"4332","Jewelry"
"4335","Drawing"
"4335","Painting"
"4336","Painting"
"4337","Comics"
"4337","Illustration"
"4337","Painting"
"4338","Painting"
"4340","Painting"
"4341","Illustration"
"4341","Painting"
"4342","Painting"
"4343","Painting"
"4344","Beadwork"
"4344","Fiber Art"
"4344","Mixed Media"
"4344","Painting"
"4344","Papermaking"
"4344","Watercolor"
"4346","Photography"
"4347","Mixed Media"
"4347","Painting"
"4348","Sculpture"
"4349","Drawing"
"4349","Painting"
"4350","Painting"
"4351","Painting"
"4352","Photography"
"4353","Painting"
"4353","Pastels"
"4353","Photography"
"4354","Photography"
"4355","Glass"
"4357","Painting"
"4358","Painting"
"4359","Jewelry"
"4360","Painting"
"4360","Photography"
"4361","Glass"
"4363","Installation"
"4363","Mixed Media"
"4364","Painting"
"4364","Printmaking"
"4365","Comics"
"4367","Block Printing"
"4369","Drawing"
"4369","Printmaking"
"4369","Watercolor"
"4369","Woodcarving"
"4370","Drawing"
"4370","Illustration"
"4371","Jewelry"
"4372","Painting"
"4373","Sculpture"
"4374","Sculpture"
"4376","Painting"
"4376","Sculpture"
"4377","Video Art"
"4378","Illustration"
"4379","Sculpture"
"4380","Painting"
"4381","Painting"
"4382","Sculpture"
"4384","Painting"
"4385","Painting"
"4386","Painting"
"4387","Design"
"4388","Painting"
"4389","Printmaking"
"4390","Painting"
"4391","Collage"
"4391","Mixed Media"
"4391","Painting"
"4392","Painting"
"4394","Design"
"4394","Painting"
"4395","Painting"
"4397","Advertising Design"
"4397","Graphics"
"4399","Drawing"
"4400","Mixed Media"
"4401","Advertising Design"
"4401","Graphics"
"4402","Painting"
"4402","Sculpture"
"4403","Sculpture"
"4404","Sculpture"
"4405","Painting"
"4405","Sculpture"
"4406","Photography"
"4407","Painting"
"4408","Installation"
"4409","Painting"
"4410","Photography"
"4411","Ceramics"
"4412","Painting"
"4413","Painting"
"4413","Sculpture"
"4414","Murals"
"4415","Painting"
"4417","Photography"
"4418","Painting"
"4419","Painting"
"4420","Painting"
"4420","Printmaking"
"4420","Puppetry"
"4421","Painting"
"4422","Painting"
"4423","Painting"
"4423","Photography"
"4423","Sculpture"
"4424","Photography"
"4424","Sculpture"
"4425","Painting"
"4426","Painting"
"4427","Painting"
"4428","Drawing"
"4428","Sculpture"
"4429","Photography"
"4431","Portraits"
"4433","Installation"
"4433","Photography"
"4434","Ceramics"
"4435","Installation"
"4437","Painting"
"4439","Painting"
"4439","Sculpture"
"4441","Painting"
"4442","Painting"
"4444","Painting"
"4445","Drawing"
"4445","Painting"
"4445","Printmaking"
"4446","Painting"
"4446","Printmaking"
"4447","Painting"
"4447","Sculpture"
"4447","Weaving"
"4448","Glass"
"4448","Painting"
"4448","Sculpture"
"4450","Photography"
"4450","Sculpture"
"4451","Glass"
"4453","Painting"
"4454","Painting"
"4454","Photography"
"4456","Sculpture"
"4457","Photography"
"4459","Sculpture"
"4460","Painting"
"4461","Painting"
"4461","Printmaking"
"4462","Painting"
"4463","Sculpture"
"4465","Painting"
"4466","Painting"
"4467","Jewelry"
"4468","Drafting"
"4468","Painting"
"4469","Photography"
"4470","Painting"
"4472","Sculpture"
"4474","Painting"
"4475","Furniture"
"4476","Drawing"
"4476","Painting"
"4476","Sculpture"
"4477","Construction"
"4478","Photography"
"4479","Printmaking"
"4480","Painting"
"4481","Painting"
"4482","Computer Art"
"4483","Mixed Media"
"4484","Drafting"
"4484","Illustration"
"4484","Printmaking"
"4485","Painting"
"4486","Photography"
"4487","Fiber Art"
"4488","Textiles"
"4489","Ceramics"
"4490","Stained Glass"
"4491","Ceramics"
"4492","Painting"
"4492","Photography"
"4493","Painting"
"4494","Photography"
"4496","Installation"
"4496","Oil Painting"
"4496","Watercolor"
"4497","Painting"
"4498","Painting"
"4499","Beadwork"
"4500","Painting"
"4501","Textiles"
"4502","Furniture"
"4503","Painting"
"4504","Painting"
"4508","Painting"
"4508","Sculpture"
"4509","Painting"
"4510","Needlework"
"4510","Textiles"
"4511","Photography"
"4512","Photography"
"4513","Painting"
"4513","Printmaking"
"4514","Painting"
"4515","Sculpture"
"4516","Performance Art"
"4516","Photography"
"4517","Design"
"4517","Painting"
"4518","Painting"
"4518","Printmaking"
"4519","Painting"
"4519","Sculpture"
"4520","Painting"
"4521","Watercolor"
"4522","Sculpture"
"4523","Painting"
"4523","Printmaking"
"4524","Illustration"
"4524","Painting"
"4524","Printmaking"
"4526","Textiles"
"4527","Illustration"
"4527","Murals"
"4527","Painting"
"4528","Illustration"
"4528","Painting"
"4529","Photography"
"4530","Painting"
"4531","Painting"
"4532","Sculpture"
"4533","Murals"
"4535","Photography"
"4536","Sculpture"
"4537","Sculpture"
"4538","Drawing"
"4538","Painting"
"4539","Drawing"
"4540","Maskmaking"
"4540","Puppetry"
"4541","Advertising Design"
"4541","Graphics"
"4542","Painting"
"4543","Photography"
"4545","Painting"
"4546","Architecture"
"4546","Interior Design"
"4551","Assemblage"
"4551","Sculpture"
"4552","Sculpture"
"4553","Watercolor"
"4554","Painting"
"4555","Photography"
"4556","Murals"
"4556","Painting"
"4557","Illustration"
"4558","Ceramics"
"4559","Painting"
"4560","Painting"
"4562","Painting"
"4564","Ceramics"
"4565","Painting"
"4566","Murals"
"4566","Painting"
"4567","Drawing"
"4567","Painting"
"4568","Furniture"
"4568","Painting"
"4569","Sculpture"
"4570","Glass"
"4571","Conservation"
"4572","Mixed Media"
"4573","Sculpture"
"4574","Illustration"
"4574","Painting"
"4575","Painting"
"4576","Sculpture"
"4577","Painting"
"4577","Printmaking"
"4578","Photography"
"4580","Painting"
"4582","Painting"
"4584","Glass"
"4585","Installation"
"4585","Sculpture"
"4586","Painting"
"4587","Painting"
"4588","Painting"
"4589","Sculpture"
"4590","Painting"
"4591","Fiber Art"
"4592","Painting"
"4593","Painting"
"4596","Graphics"
"4597","Painting"
"4598","Painting"
"4600","Photography"
"4601","Jewelry"
"4602","Comics"
"4602","Graphics"
"4602","Illustration"
"4603","Painting"
"4603","Sculpture"
"4605","Drawing"
"4605","Illustration"
"4605","Painting"
"4607","Painting"
"4608","Painting"
"4608","Sculpture"
"4609","Painting"
"4610","Sculpture"
"4611","Sculpture"
"4612","Photography"
"4613","Collage"
"4614","Painting"
"4616","Construction"
"4616","Mixed Media"
"4616","Photography"
"4617","Painting"
"4618","Painting"
"4619","Textiles"
"4620","Painting"
"4622","Photography"
"4624","Sculpture"
"4626","Painting"
"4628","Ceramics"
"4628","Sculpture"
"4629","Drawing"
"4629","Painting"
"4630","Painting"
"4631","Painting"
"4632","Painting"
"4635","Holography"
"4636","Painting"
"4636","Sculpture"
"4637","Computer Art"
"4637","Photography"
"4638","Photography"
"4639","Painting"
"4640","Painting"
"4641","Painting"
"4643","Interior Design"
"4643","Jewelry"
"4645","Painting"
"4646","Photography"
"4647","Glass"
"4648","Ceramics"
"4649","Design"
"4649","Painting"
"4650","Painting"
"4651","Drawing"
"4651","Mixed Media"
"4652","Drawing"
"4652","Fiber Art"
"4652","Painting"
"4654","Design"
"4655","Ceramics"
"4655","Painting"
"4656","Painting"
"4657","Ceramics"
"4657","Drawing"
"4657","Painting"
"4659","Painting"
"4659","Pastels"
"4660","Printmaking"
"4662","Painting"
"4664","Painting"
"4665","Painting"
"4666","Painting"
"4668","Painting"
"4669","Sculpture"
"4670","Sculpture"
"4671","Photography"
"4672","Murals"
"4672","Painting"
"4674","Painting"
"4675","Drawing"
"4675","Mixed Media"
"4675","Pastels"
"4677","Painting"
"4677","Sculpture"
"4678","Painting"
"4680","Painting"
"4681","Painting"
"4683","Glass"
"4684","Painting"
"4685","Painting"
"4687","Drawing"
"4687","Painting"
"4687","Printmaking"
"4690","Painting"
"4692","Murals"
"4693","Painting"
"4695","Photography"
"4696","Painting"
"4697","Sculpture"
"4698","Sculpture"
"4699","Painting"
"4701","Painting"
"4702","Comics"
"4703","Painting"
"4704","Sculpture"
"4705","Painting"
"4706","Photography"
"4707","Painting"
"4708","Collage"
"4708","Comics"
"4708","Filmmaker"
"4708","Painting"
"4708","Performance Art"
"4710","Painting"
"4710","Sculpture"
"4711","Painting"
"4712","Illustration"
"4713","Painting"
"4714","Illustration"
"4714","Murals"
"4714","Painting"
"4715","Advertising Design"
"4715","Graphics"
"4716","Painting"
"4718","Painting"
"4719","Fiber Art"
"4720","Furniture"
"4720","Painting"
"4721","Photography"
"4723","Miniatures"
"4724","Installation"
"4725","Installation"
"4726","Painting"
"4727","Painting"
"4727","Pastels"
"4728","Painting"
"4729","Art Critic"
"4730","Sculpture"
"4731","Drawing"
"4733","Painting"
"4734","Painting"
"4734","Pastels"
"4735","Drawing"
"4736","Ceramics"
"4737","Video Art"
"4738","Painting"
"4739","Design"
"4739","Murals"
"4739","Painting"
"4739","Printmaking"
"4740","Graphics"
"4741","Mixed Media"
"4742","Painting"
"4743","Painting"
"4744","Drawing"
"4745","Sculpture"
"4746","Sculpture"
"4747","Comics"
"4747","Illustration"
"4748","Painting"
"4749","Illustration"
"4750","Photography"
"4751","Painting"
"4752","Watercolor"
"4753","Advertising Design"
"4753","Graphics"
"4754","Painting"
"4755","Murals"
"4756","Ceramics"
"4757","Painting"
"4758","Painting"
"4759","Graphics"
"4760","Painting"
"4761","Sculpture"
"4762","Sculpture"
"4763","Painting"
"4764","Painting"
"4765","Painting"
"4766","Ceramics"
"4766","Glass"
"4767","Installation"
"4767","Mixed Media"
"4768","Quilting"
"4769","Sculpture"
"4770","Photography"
"4771","Calligraphy"
"4771","Graphics"
"4771","Illustration"
"4771","Printmaking"
"4774","Textiles"
"4777","Painting"
"4778","Painting"
"4778","Printmaking"
"4779","Painting"
"4779","Printmaking"
"4780","Painting"
"4781","Photography"
"4785","Drawing"
"4787","Painting"
"4788","Sculpture"
"4789","Murals"
"4790","Bookbinding"
"4790","Mixed Media"
"4790","Painting"
"4790","Printmaking"
"4792","Advertising Design"
"4792","Painting"
"4793","Sculpture"
"4795","Jewelry"
"4796","Illustration"
"4797","Computer Art"
"4797","Photography"
"4798","Painting"
"4799","Painting"
"4800","Enameling"
"4801","Photography"
"4802","Painting"
"4802","Pastels"
"4803","Painting"
"4804","Comics"
"4805","Painting"
"4806","Performance Art"
"4807","Advertising Design"
"4807","Drawing"
"4807","Illustration"
"4807","Painting"
"4808","Sculpture"
"4810","Sculpture"
"4811","Installation"
"4812","Painting"
"4813","Painting"
"4814","Weaving"
"4815","Photography"
"4816","Advertising Design"
"4816","Graphics"
"4817","Painting"
"4819","Photography"
"4821","Painting"
"4822","Drawing"
"4822","Painting"
"4822","Scratchboard"
"4822","Watercolor"
"4825","Collector"
"4826","Advertising Design"
"4826","Drawing"
"4826","Painting"
"4827","Comics"
"4829","Painting"
"4829","Pastels"
"4829","Watercolor"
"4830","Sculpture"
"4831","Painting"
"4831","Pastels"
"4833","Comics"
"4834","Painting"
"4836","Photography"
"4837","Holography"
"4838","Painting"
"4839","Printmaking"
"4841","Weaving"
"4842","Painting"
"4843","Mixed Media"
"4843","Painting"
"4843","Photography"
"4844","Advertising Design"
"4844","Graphics"
"4845","Painting"
"4846","Sculpture"
"4847","Installation"
"4848","Jewelry"
"4849","Jewelry"
"4850","Painting"
"4851","Painting"
"4852","Photography"
"4853","Painting"
"4854","Drawing"
"4855","Painting"
"4856","Photography"
"4857","Installation"
"4859","Painting"
"4860","Photography"
"4861","Painting"
"4862","Photography"
"4863","Drawing"
"4863","Painting"
"4863","Photography"
"4864","Painting"
"4866","Textiles"
"4867","Photography"
"4868","Drawing"
"4868","Printmaking"
"4869","Painting"
"4869","Watercolor"
"4870","Photography"
"4871","Drawing"
"4871","Painting"
"4872","Painting"
"4873","Photography"
"4874","Drawing"
"4874","Enameling"
"4874","Mixed Media"
"4876","Photography"
"4877","Painting"
"4878","Ceramics"
"4878","Painting"
"4879","Painting"
"4881","Drawing"
"4881","Photography"
"4881","Printmaking"
"4882","Drawing"
"4882","Painting"
"4883","Painting"
"4884","Pastels"
"4885","Photography"
"4886","Basketmaking"
"4887","Painting"
"4888","Sculpture"
"4889","Jewelry"
"4890","Photography"
"4891","Painting"
"4892","Murals"
"4893","Painting"
"4894","Sculpture"
"4896","Sound Sculpture"
"4897","Collector"
"4898","Painting"
"4899","Murals"
"4899","Painting"
"4900","Ceramics"
"4901","Painting"
"4902","Painting"
"4903","Fiber Art"
"4904","Painting"
"4905","Installation"
"4905","Painting"
"4905","Sculpture"
"4905","Video Art"
"4907","Sculpture"
"4908","Photography"
"4909","Bookbinding"
"4910","Photography"
"4911","Design"
"4912","Painting"
"4912","Stained Glass"
"4913","Sculpture"
"4914","Painting"
"4915","Sculpture"
"4916","Photography"
"4917","Photography"
"4917","Sculpture"
"4918","Drawing"
"4918","Painting"
"4919","Encaustic Painting"
"4919","Painting"
"4920","Video Art"
"4921","Painting"
"4922","Graphics"
"4923","Painting"
"4923","Printmaking"
"4923","Sculpture"
"4925","Painting"
"4925","Sculpture"
"4926","Painting"
"4927","Photography"
"4928","Painting"
"4929","Mixed Media"
"4929","Painting"
"4930","Dollmaking"
"4930","Sculpture"
"4932","Painting"
"4932","Theater Design"
"4932","Watercolor"
"4932","Writing"
"4933","Photography"
"4934","Pastels"
"4935","Printmaking"
"4936","Painting"
"4937","Painting"
"4937","Portraits"
"4938","Sculpture"
"4939","Ceramics"
"4940","Puppetry"
"4941","Painting"
"4942","Collage"
"4942","Painting"
"4944","Painting"
"4945","Drawing"
"4945","Painting"
"4945","Sculpture"
"4946","Advertising Design"
"4946","Painting"
"4946","Pastels"
"4946","Photography"
"4946","Printmaking"
"4946","Sculpture"
"4947","Advertising Design"
"4947","Drawing"
"4947","Painting"
"4947","Printmaking"
"4947","Sculpture"
"4948","Painting"
"4949","Photography"
"4950","Installation"
"4951","Painting"
"4952","Painting"
"4952","Pastels"
"4953","Painting"
"4954","Jewelry"
"4955","Painting"
"4958","Installation"
"4959","Painting"
"4960","Sculpture"
"4961","Painting"
"4962","Painting"
"4962","Printmaking"
"4962","Weaving"
"4963","Construction"
"4964","Sculpture"
"4965","Painting"
"4966","Painting"
"4967","Drawing"
"4967","Painting"
"4970","Painting"
